日期,601398,601939,601288,601988,601658,601328,600036,600000,601166,601998,600016,601818,000001,600015,601169,601229,600919,601916,002142,601009,sys
2021-04-26,0.38,0.71,0.61,0.61,1.45,1.22,2.31,1.25,1.46,1.32,0.82,1.03,1.5,0.8,0.21,0.84,-0.16,-0.0,-2.46,0.63,0.04
2021-04-27,0.57,0.71,0.31,-0.0,-0.18,0.21,-0.0,0.29,-0.88,-0.38,1.66,0.78,-0.0,0.16,-0.0,0.61,-0.94,0.25,1.05,-2.0,0.01
2021-04-28,0.76,0.57,0.31,-0.0,0.92,0.41,0.6,0.19,1.1,0.76,1.27,-0.0,-1.79,0.16,-0.21,-1.59,0.46,-0.0,-2.13,0.52,0.02
2021-04-29,-0.38,-0.14,-0.31,-0.92,-1.3,-1.24,-2.94,-2.83,-3.3,-1.15,-1.5,-0.52,-1.03,-1.3,-0.63,-2.29,-6.84,-0.5,-0.21,-2.91,-0.06
2021-04-30,1.72,3.17,0.93,0.91,6.78,1.84,1.09,4.65,2.12,1.89,1.05,1.56,1.27,0.16,-0.0,3.76,-2.91,1.0,0.02,7.47,0.1
2021-05-06,0.19,-0.0,-0.31,-0.31,-0.39,-0.62,-1.84,-0.5,-2.39,-0.39,-0.0,0.26,-0.9,-0.32,-0.84,-0.61,-0.0,-0.25,-0.47,-0.87,-0.03
2021-05-07,-1.95,-2.08,-1.25,-0.61,-0.78,-1.86,-0.95,0.69,-1.75,-2.12,0.43,-0.53,-2.34,-0.32,-0.83,-0.24,-0.14,-0.76,-1.04,-1.95,-0.07
2021-05-10,-0.57,-1.02,0.31,0.61,-3.88,-0.2,0.52,0.8,2.87,0.38,1.5,0.79,0.79,0.48,-0.41,0.48,-1.13,0.25,1.12,0.32,-0.0
2021-05-11,0.38,0.43,-0.62,-0.31,0.56,-0.2,0.11,-1.01,-1.59,-0.57,-0.22,-0.8,1.38,-0.64,-0.41,-0.61,-1.96,-0.0,0.26,-0.43,-0.0
2021-05-12,-0.57,-1.16,-0.31,-0.31,-0.38,0.2,0.28,-0.7,-0.85,-0.38,-0.43,-1.58,-0.08,-0.95,-1.43,-0.61,-0.68,0.25,-1.21,-3.07,-0.03
2021-05-13,0.38,0.57,-0.0,-0.0,-0.37,0.2,0.91,0.3,-0.18,0.94,0.22,-0.0,2.04,-0.16,0.61,-0.0,1.09,-0.0,0.16,-0.41,0.02
2021-05-14,-0.76,-0.43,-0.61,-0.3,-0.56,-0.41,-3.35,-0.99,-1.73,-0.57,-1.08,-0.78,-1.08,-0.47,-0.61,-1.32,0.14,-0.76,0.59,-0.92,-0.05
2021-05-17,0.19,-0.14,0.61,0.3,0.37,0.2,-1.22,-0.2,0.7,-0.0,-0.21,0.26,-1.2,-0.78,0.81,-0.12,0.14,-0.0,-1.79,0.1,-0.0
2021-05-18,0.19,0.29,0.61,-0.0,1.86,-0.2,-0.54,-0.1,1.05,0.19,0.21,0.78,-1.27,0.47,-0.0,0.36,1.93,0.25,-0.02,0.61,0.01
2021-05-19,0.95,0.57,0.31,0.3,1.71,0.81,2.06,0.98,4.47,0.94,-0.21,-0.0,1.26,-0.16,1.02,1.31,0.56,0.5,2.75,-0.2,0.06
2021-05-20,-0.38,-0.14,-0.31,-0.31,-1.74,-0.0,-1.22,-0.4,-0.23,-0.0,-0.0,-0.52,-0.93,-0.31,-0.82,-0.97,-5.37,-0.25,-2.02,-3.06,-0.03
2021-05-21,1.15,1.01,0.31,-0.0,2.09,0.81,2.45,0.69,0.93,-0.0,0.21,1.04,1.39,-0.0,0.2,1.55,0.94,0.75,1.4,2.57,0.05
2021-05-24,-0.39,0.29,-0.0,-0.3,0.97,-0.0,0.06,-0.0,-1.12,0.76,-0.0,0.52,0.04,0.16,0.2,-0.24,-0.14,-0.51,1.18,0.3,0.0
2021-05-25,-1.35,-2.19,-0.93,-0.91,-3.13,-1.03,-6.42,-2.28,-6.88,-1.15,-1.28,-2.37,-4.77,-0.93,-1.02,-2.3,-1.35,-0.76,-5.38,-4.07,-0.13
2021-05-26,-0.0,-0.29,-0.31,-0.0,-3.42,-0.41,-1.65,-0.29,-1.47,-0.38,0.21,0.51,-1.67,0.46,-0.0,-0.47,-3.6,-0.0,1.14,-1.37,-0.03
2021-05-27,-0.0,0.71,0.3,0.3,2.02,0.61,0.94,0.58,1.96,0.19,-0.21,-0.0,0.88,0.46,-0.2,0.71,1.16,-0.25,1.22,-0.39,0.03
2021-05-28,-0.19,-0.72,-0.31,-0.91,-4.31,-0.41,-0.95,-0.58,-1.09,0.19,0.42,0.26,1.17,-0.0,0.4,-0.71,0.26,-0.75,0.86,1.15,-0.03
2021-05-31,1.14,1.28,0.61,0.3,-0.54,0.61,0.53,0.77,0.69,0.38,-0.0,0.78,1.22,-0.0,0.2,-0.24,0.13,0.5,0.82,-2.14,0.03
2021-06-01,0.58,1.01,0.31,-0.3,1.07,0.61,1.43,0.78,2.21,0.38,0.64,0.52,1.16,0.78,0.2,0.82,-1.57,-0.0,-0.47,0.48,0.04
2021-06-02,-0.19,0.44,-1.23,-0.6,1.08,-0.21,-0.38,-0.29,1.06,0.19,-0.0,0.26,0.13,-0.16,-0.2,-0.95,-0.26,-0.0,0.59,-0.57,-0.01
2021-06-03,0.77,0.88,-0.0,0.3,0.55,-0.2,2.26,-0.1,1.16,0.19,0.21,0.26,0.5,0.47,0.2,-0.82,-1.03,0.5,0.64,0.29,0.04
2021-06-04,-0.39,-0.59,-0.91,5.67,-1.47,-0.41,-2.22,-0.0,-1.31,-0.38,-0.21,-0.26,-3.24,-0.0,-0.61,-0.0,-0.76,-0.25,-2.1,1.15,-0.02
2021-06-07,-0.0,0.44,-0.0,0.63,1.63,0.2,0.92,-0.0,0.49,-0.76,0.21,-1.32,0.98,-0.16,-0.0,0.81,2.53,0.25,0.61,1.35,0.02
2021-06-08,-0.58,-0.44,-0.9,0.32,0.37,-0.2,0.53,-0.78,0.54,-0.38,-0.21,-0.52,-0.95,0.16,-0.0,-0.23,-1.04,-0.25,2.44,1.47,-0.01
2021-06-09,0.19,0.29,-0.0,-0.0,1.29,0.41,0.41,0.97,0.9,0.75,0.43,1.03,-0.49,0.16,-0.2,1.05,0.51,-0.0,-0.0,-0.6,0.02
2021-06-10,-0.19,-0.0,0.9,0.96,-0.56,0.2,0.21,-0.2,-0.32,-0.0,-0.0,0.26,1.83,0.47,0.4,0.12,0.9,0.5,1.08,-3.36,0.01
2021-06-11,0.19,0.44,-0.0,0.65,2.04,-0.0,0.04,0.59,2.13,0.38,-0.0,-0.26,3.43,0.16,-0.81,2.25,0.26,-0.25,1.95,2.67,0.03
2021-06-15,0.58,0.89,1.2,0.32,0.57,1.02,2.72,1.38,2.97,0.95,1.28,1.04,0.64,1.43,1.41,-0.36,2.61,-0.25,0.17,1.67,0.06
2021-06-16,-0.19,-0.3,0.3,-0.65,-1.34,-0.21,-1.46,-0.2,0.14,-0.0,-0.65,-0.26,-0.17,-0.16,-0.2,-1.69,-2.01,-0.25,-0.77,-2.99,-0.02
2021-06-17,-0.19,-0.0,5.81,0.32,1.69,0.21,0.86,0.1,0.43,0.58,0.43,-0.0,0.69,-0.0,0.2,0.59,0.39,0.5,1.11,-1.45,0.05
2021-06-18,-0.0,0.6,0.97,0.65,1.15,-0.21,0.78,-0.6,3.08,0.58,-0.43,-0.26,1.95,0.48,0.41,1.19,4.87,-0.0,1.6,1.81,0.04
2021-06-21,0.58,0.45,0.66,-0.33,1.94,0.21,1.83,0.59,1.34,0.39,-0.0,0.52,2.16,-0.0,-0.0,0.85,3.46,0.25,0.99,1.75,0.04
2021-06-22,-0.19,-0.3,-0.33,-0.0,1.19,-0.41,-3.3,0.4,-0.65,-0.2,-0.0,-0.0,-3.66,-0.16,-0.41,-0.12,-3.01,-0.25,-2.35,-3.07,-0.04
2021-06-23,0.39,0.75,-0.0,-0.0,0.2,-0.21,1.15,0.1,-1.0,0.2,0.22,0.26,-0.74,-0.32,0.41,0.24,1.11,0.25,2.43,1.54,0.02
2021-06-24,-1.17,-0.76,-0.66,-0.0,-0.4,-0.41,-0.33,-0.3,-1.09,-0.2,4.1,-0.26,0.26,-0.16,-0.41,-0.49,-1.55,-0.0,-1.49,0.39,-0.03
2021-06-25,-0.58,-1.05,-0.33,-0.65,-1.6,-0.61,-2.55,-0.6,-1.37,-0.59,-0.45,-0.53,-1.21,-0.32,-0.61,-0.85,-0.42,-0.5,-1.39,-5.78,-0.05
2021-06-28,0.96,1.48,0.65,0.32,1.77,0.41,3.01,0.69,2.36,0.58,0.22,0.52,2.48,0.48,0.41,1.2,2.49,0.75,3.04,2.31,0.07
2021-06-29,0.19,0.75,0.66,-0.0,-0.2,0.2,1.65,0.3,2.72,0.78,0.9,0.53,1.93,0.8,-0.0,0.37,-0.57,-0.0,0.85,1.99,0.04
2021-06-30,-0.0,-0.91,-0.0,-0.0,-0.2,-0.41,-0.72,-0.2,-4.42,-0.39,-0.0,-0.27,-1.25,-0.16,0.61,-0.37,-0.0,0.25,-0.96,-1.74,-0.03
2021-07-01,-1.74,-1.5,-0.33,-0.0,-0.4,-0.0,-3.34,-0.3,-3.7,-0.98,-0.0,-0.0,-2.56,-0.0,-0.41,-0.37,-2.54,-0.0,-2.26,-4.28,-0.07
2021-07-02,0.19,1.04,0.33,-0.0,0.79,-0.0,5.27,1.0,2.44,1.17,0.45,0.53,5.99,0.16,0.2,0.36,2.34,0.25,5.4,1.73,0.08
2021-07-05,0.95,0.6,-0.33,-0.0,1.2,0.41,0.21,0.1,-1.2,-0.2,0.23,1.33,-1.15,0.32,-0.0,0.49,0.56,-0.0,-0.08,-0.93,0.01
2021-07-06,4.81,-0.75,-0.33,-0.32,-0.2,-0.61,-1.13,-0.71,-2.04,-0.59,-0.0,-0.0,-3.26,-0.81,-0.41,4.17,-0.57,-0.25,-0.66,-1.1,0.01
2021-07-07,0.2,0.3,0.66,0.32,1.82,0.41,0.21,-0.4,0.61,0.58,0.23,0.27,1.01,0.32,0.2,-0.0,-0.42,-0.5,0.32,1.45,0.02
2021-07-08,1.01,1.5,0.33,0.32,1.23,0.82,5.76,0.9,3.0,0.39,0.46,1.08,4.61,0.65,-0.0,0.9,3.08,1.0,5.28,2.4,0.09
2021-07-09,0.82,1.37,-0.33,-0.0,0.83,-0.0,0.89,0.3,1.88,0.59,0.23,1.09,1.12,5.37,0.82,2.45,1.16,-0.0,2.12,3.02,0.04
2021-07-12,1.65,1.54,0.33,0.33,0.42,0.62,-1.0,-0.0,-0.98,0.2,-0.0,-0.0,0.52,0.69,0.41,0.66,2.92,-0.0,0.83,2.63,0.03
2021-07-13,0.42,-0.16,-0.0,0.33,-0.63,7.26,0.85,-0.5,0.49,-0.4,-0.0,-0.83,0.19,-0.17,-0.21,-0.27,-5.57,-0.76,-1.18,-0.4,0.02
2021-07-14,0.84,1.41,0.99,0.66,-0.21,1.34,2.04,1.31,2.89,0.79,2.07,1.1,1.7,0.86,0.62,1.06,4.14,0.25,0.43,1.89,0.06
2021-07-15,-0.85,3.81,-0.33,-0.33,-4.39,-1.13,-4.29,-1.12,-4.94,-0.6,-0.47,-1.11,-4.14,-0.87,-0.42,-0.94,-3.57,-0.25,-4.73,-4.27,-0.06
2021-07-16,0.21,-0.0,0.33,-0.33,-0.8,0.22,0.1,-0.4,1.68,0.4,0.7,-0.0,1.3,0.17,5.8,0.4,1.87,-0.0,-0.87,0.39,0.01
2021-07-19,0.21,0.5,-0.33,0.33,-1.79,-0.0,0.33,-0.3,0.2,-0.0,0.71,-0.0,0.61,-0.17,0.88,0.93,-1.9,0.5,-1.13,2.05,0.0
2021-07-20,0.42,0.66,-0.0,-0.0,2.54,0.9,1.81,0.2,1.86,-0.0,0.95,-0.0,2.88,0.69,0.44,0.27,-0.0,2.02,4.14,1.1,0.05
2021-07-21,0.42,1.0,0.33,-0.0,0.4,-0.0,0.42,4.4,1.5,-0.0,-0.24,6.03,0.73,-0.0,-0.0,-0.0,1.44,0.26,0.06,0.71,0.03
2021-07-22,-0.43,-0.34,-0.33,-0.33,3.42,-0.0,-1.11,-0.94,-0.91,-0.6,-0.72,-0.58,0.34,-0.35,-0.0,-0.54,-2.92,-0.0,-0.7,-0.61,-0.02
2021-07-23,0.21,0.5,0.33,0.33,-1.04,-0.0,0.4,0.62,0.6,0.2,0.24,0.29,1.37,0.17,0.45,0.81,-1.27,-0.0,1.69,-0.4,0.02
2021-07-26,0.64,1.01,0.33,-0.33,-0.0,1.36,4.7,2.51,5.51,0.59,1.9,1.45,6.47,2.08,1.34,1.49,4.2,0.52,3.63,6.75,0.09
2021-07-27,1.07,1.02,0.67,0.33,0.62,0.46,3.21,2.03,3.85,1.59,1.7,1.77,5.53,1.6,1.81,2.06,4.38,0.26,5.11,3.78,0.08
2021-07-28,-1.08,-1.38,-0.34,-0.0,-2.28,-0.0,-2.82,-0.66,-1.95,-0.4,-0.25,-0.3,0.06,0.36,0.69,-0.84,1.83,-0.0,-4.15,-3.14,-0.06
2021-07-29,1.07,1.02,0.67,0.66,2.43,0.69,-1.01,0.98,2.13,7.46,1.23,0.9,-1.18,0.72,0.47,0.28,1.09,-0.26,1.8,2.61,0.05
2021-07-30,0.65,1.03,0.68,0.99,2.49,0.47,3.02,0.99,1.51,1.09,0.75,0.3,1.5,0.18,-0.23,0.14,1.57,5.97,2.53,2.46,0.07
2021-08-02,-0.22,-0.52,-0.34,-0.67,-3.2,-0.93,-2.6,-1.11,-1.3,-0.88,-0.75,-0.91,-1.81,-1.28,-1.17,-0.98,-1.12,-0.55,-2.87,-1.37,-0.05
2021-08-03,0.43,0.86,0.68,0.66,0.41,0.46,0.25,0.11,1.45,0.44,0.5,0.3,0.67,0.72,0.92,-0.14,-1.11,0.82,0.3,1.13,0.03
2021-08-04,0.66,0.52,-0.0,0.33,-1.04,-0.0,1.24,0.55,1.36,0.88,0.25,0.9,0.45,0.36,0.47,0.83,0.94,0.28,2.14,1.49,0.03
2021-08-05,0.22,0.18,0.68,-0.34,-0.21,-0.23,0.53,0.22,-0.06,-0.22,-0.0,-0.0,0.73,-0.0,-0.23,-0.28,1.1,-1.39,-0.09,1.04,0.01
2021-08-06,0.22,0.35,-0.34,-0.0,-0.41,0.23,-1.8,-0.33,-0.8,0.66,-0.0,-0.3,-1.02,-0.0,-0.23,0.14,0.16,-0.82,2.3,0.35,-0.01
2021-08-09,-0.44,-1.06,-0.34,-1.0,-2.04,-0.47,-3.09,-0.99,-3.82,-2.67,-1.26,-1.21,-6.72,-1.09,-0.47,-0.7,-3.19,-0.27,-7.45,-2.0,-0.09
2021-08-10,-0.22,-1.57,-0.0,-0.0,-1.0,-0.69,-2.34,-0.33,-2.41,-0.0,-0.25,-0.9,-3.52,-0.18,-0.23,-0.69,-6.97,0.81,-4.45,-5.54,-0.06
2021-08-11,-1.97,-2.74,-1.03,-0.66,-5.15,-0.69,-1.37,-0.11,-0.43,-0.65,-0.0,-0.89,-0.41,-0.36,-0.23,0.27,-1.16,-0.0,-0.78,-2.4,-0.08
2021-08-12,0.43,1.0,0.34,0.66,0.75,0.46,0.43,0.43,0.69,0.65,0.5,0.88,-0.4,0.36,0.23,-0.14,0.29,0.55,1.58,0.85,0.03
2021-08-13,0.43,0.34,0.34,-0.33,-1.14,-0.0,-0.99,-0.11,-0.11,0.65,0.25,0.59,-0.0,-0.0,0.46,0.55,1.15,1.1,-1.53,0.54,-0.0
2021-08-16,-0.22,0.17,-0.0,-0.0,1.13,-0.69,0.61,-0.44,-0.0,-1.31,-0.5,-1.19,-0.3,-0.18,-1.16,-0.41,0.15,-0.28,3.9,-0.32,0.01
2021-08-17,-0.0,-0.17,-0.0,0.66,1.9,0.68,2.46,0.33,1.29,0.86,0.99,0.59,1.4,0.18,0.46,0.55,1.45,0.55,-1.22,1.4,0.03
2021-08-18,-1.08,-1.35,-1.02,-1.0,-2.9,-1.15,-7.09,-1.52,-4.35,-1.74,-1.25,-1.48,-4.83,-1.26,-1.61,-1.52,-2.65,-1.11,-4.43,-3.5,-0.12
2021-08-19,0.64,1.0,0.68,0.66,3.2,0.68,2.94,1.07,3.34,1.49,0.74,0.88,1.36,1.07,1.13,0.95,3.16,0.55,3.45,4.76,0.07
2021-08-20,-0.43,-0.0,-0.68,-0.0,-0.39,-0.0,1.07,-0.43,1.56,0.22,-0.0,0.59,4.52,0.36,0.23,-0.41,-0.0,0.55,0.31,-1.55,0.01
2021-08-23,0.64,0.17,0.34,-0.33,0.58,0.46,-1.69,0.76,-0.16,0.43,0.25,0.3,0.62,-0.18,-0.0,0.41,0.45,-0.0,0.85,-2.19,0.0
2021-08-24,-0.0,-0.17,0.34,0.33,1.17,-0.0,-0.6,-0.11,-1.64,-0.0,-0.0,-0.0,-0.31,0.18,0.23,0.14,-2.24,0.84,1.41,-1.39,-0.0
2021-08-25,-0.0,0.67,0.34,-0.0,0.59,-0.23,1.48,0.22,1.18,-0.0,0.25,0.89,1.03,0.18,0.46,-0.28,6.41,-0.0,1.34,1.37,0.03
2021-08-26,0.22,0.34,0.34,0.33,1.19,0.23,3.56,0.54,1.31,0.65,0.25,0.6,3.65,0.54,0.46,0.55,-0.0,0.56,2.6,2.78,0.05
2021-08-27,-0.43,0.34,-0.34,-0.33,-0.2,-0.0,-1.51,-0.33,0.66,-0.44,-0.25,-0.0,0.38,-0.18,-0.47,0.28,-1.25,-0.0,0.64,-0.99,-0.01
2021-08-30,1.29,1.37,0.34,0.66,0.2,-0.46,3.77,2.29,-0.5,0.66,1.0,0.91,3.64,0.72,0.46,1.11,2.31,0.85,4.18,1.74,0.07
2021-08-31,-0.87,-1.39,-1.37,-1.0,-3.01,-0.91,-1.05,-1.0,-2.21,-0.88,-0.51,-2.13,-0.45,-2.19,-0.93,-1.12,-1.26,-1.14,-2.77,-3.99,-0.07
2021-09-01,-1.3,-1.71,-1.01,-0.99,-4.09,-1.13,-3.74,-1.44,-3.57,-2.18,-1.76,-2.39,-0.45,-1.25,-1.15,-1.8,-1.4,-0.56,-3.25,-2.56,-0.1
2021-09-02,-0.21,-0.17,0.33,0.33,-0.0,-0.0,-1.59,-0.54,-1.41,0.21,-0.5,-1.17,-2.91,0.18,-0.46,-0.54,-0.0,0.56,-3.87,0.73,-0.02
2021-09-03,-0.85,-0.84,-1.01,-0.33,0.19,-0.22,-0.78,-0.11,-0.05,-0.64,-1.72,-0.58,1.96,-1.06,-1.13,-0.41,0.77,-0.56,-0.12,0.94,-0.03
2021-09-06,-0.0,0.17,-0.0,-0.0,-0.19,-0.67,1.54,0.32,0.41,-0.0,0.24,0.29,-2.27,0.35,-0.22,-0.27,0.93,-0.28,-0.06,-0.0,0.01
2021-09-07,-0.42,-1.17,-0.33,-0.98,-1.12,-0.44,-3.14,-1.41,-2.79,-0.64,-0.24,-1.15,-4.28,-0.88,-1.12,-0.94,-0.47,-0.28,-1.15,-2.54,-0.07
2021-09-08,-0.42,-2.47,-0.66,-0.32,-0.0,-0.66,0.76,-0.0,2.36,-0.42,-0.24,-0.85,0.05,-0.52,-0.22,-0.13,-1.4,-0.56,0.28,-0.31,-0.02
2021-09-09,0.42,-0.16,-0.0,0.32,-0.92,-0.0,0.59,0.43,1.03,-0.0,-0.24,0.28,1.2,0.17,0.22,0.13,1.99,0.28,-1.31,1.34,0.01
2021-09-10,-0.84,-0.64,-0.0,-0.32,0.73,-0.44,-3.88,-1.18,-2.65,-0.63,-0.24,-0.56,-8.26,-0.69,-0.44,-0.67,-2.19,-0.56,-2.2,-1.67,-0.07
